umur,jenis_kelamin,pekerjaan,stress_level_1_5,penyebab_stres,durasi_stres,kualitas_tidur_1_5,durasi_tidur_jam,waktu_luang_mnt,aktivitas_fisik_mnt,preferensi_olahraga,preferensi_baca,preferensi_jurnal,komitmen_hari_per_minggu,tujuan_utama,anxiety_score,depression_score,self_esteem_score,study_load_1_5,peer_pressure_1_5,social_support_1_5,future_concern_1_5,aktivitas_dipilih,durasi_menit,source
19,Female,Student,2,Sosial,2-4 minggu,4,7.9,165,71,4,4,3,4,Lebih Produktif,9,5,22,3,3,3,1,membaca,30,SleepHealthLifestyle
23,Male,Student,3,Sosial,>1 bulan,1,5.3,180,38,2,2,4,6,Mengurangi Stres,1,22,16,1,5,3,3,journaling,30,StudentStressFactors
39,Male,Freelancer,3,Keuangan,<1 minggu,2,6.9,139,49,3,3,2,5,Tidur Lebih Baik,7,5,16,4,2,2,2,membaca,60,StudentCopingMechanisms
33,Male,Accountant,4,Akademik,2-4 minggu,2,7.3,156,45,3,4,3,6,Tidur Lebih Baik,14,15,24,4,3,1,3,membaca,45,SleepHealthLifestyle
45,Female,Student,3,Akademik,1-2 minggu,4,7.7,154,51,3,4,1,4,Meningkatkan Energi,10,6,24,2,4,4,3,membaca,45,SleepHealthLifestyle
36,Male,Nurse,5,Pekerjaan,2-4 minggu,2,5.5,108,44,3,4,4,6,Tidur Lebih Baik,7,7,15,3,4,2,4,membaca,45,SleepHealthLifestyle
38,Male,Accountant,3,Pekerjaan,2-4 minggu,4,7.8,151,64,3,3,1,4,Menenangkan Pikiran,8,9,15,4,2,3,3,membaca,30,StudentStressFactors
28,Male,Nurse,4,Keuangan,1-2 minggu,3,7.0,155,24,1,4,4,7,Mengurangi Stres,12,12,17,5,5,3,5,membaca,60,StudentStressFactors
35,Female,Graphic Designer,4,Keuangan,2-4 minggu,3,6.5,164,57,3,3,3,4,Lebih Produktif,12,14,17,3,4,3,5,olahraga,30,SleepHealthLifestyle
25,Male,Student,2,Lainnya,1-2 minggu,5,8.1,180,75,4,2,2,5,Lebih Produktif,2,3,25,1,1,5,1,olahraga,45,StudentCopingMechanisms
19,Male,Student,3,Akademik,<1 minggu,4,7.8,174,34,3,4,2,5,Lebih Produktif,11,11,20,2,3,4,4,membaca,45,StudentStressFactors
25,Female,Student,1,Akademik,2-4 minggu,2,6.0,109,60,4,3,3,3,Mengurangi Stres,4,21,10,5,5,3,3,membaca,30,StudentStressFactors
24,Male,Student,2,Keuangan,1-2 minggu,4,7.1,194,59,3,3,1,4,Lebih Produktif,7,6,25,2,2,4,3,membaca,30,SleepHealthLifestyle
21,Male,Student,2,Keuangan,<1 minggu,4,7.2,180,45,4,3,1,3,Lebih Produktif,4,2,24,2,2,4,2,olahraga,30,StudentCopingMechanisms
18,Female,Student,1,Akademik,>1 bulan,3,6.7,151,56,3,1,3,2,Tidur Lebih Baik,17,7,1,2,4,1,1,journaling,25,StudentStressFactors
26,Male,Student,5,Akademik,2-4 minggu,3,5.8,156,45,2,2,4,7,Tidur Lebih Baik,7,9,19,3,4,3,4,journaling,25,StudentCopingMechanisms
18,Male,Student,3,Keuangan,1-2 minggu,4,7.0,161,36,4,4,2,4,Meningkatkan Energi,12,8,20,3,2,3,4,membaca,30,StudentStressFactors
35,Male,Accountant,3,Pekerjaan,<1 minggu,2,7.6,195,38,4,2,3,4,Mengurangi Stres,8,11,18,2,3,3,2,olahraga,30,StudentStressFactors
22,Female,Student,3,Lainnya,1-2 minggu,4,7.5,190,61,3,4,2,6,Lebih Produktif,8,9,20,2,3,4,2,membaca,60,SleepHealthLifestyle
26,Female,Student,4,Akademik,2-4 minggu,3,6.5,138,45,3,4,4,7,Mengurangi Stres,6,8,24,2,3,2,4,membaca,45,StudentCopingMechanisms
57,Female,Manager,4,Sosial,>1 bulan,1,7.1,155,41,3,4,3,7,Tidur Lebih Baik,12,12,18,3,4,2,3,membaca,60,StudentCopingMechanisms
22,Male,Student,2,Keuangan,<1 minggu,4,8.5,180,75,3,2,2,2,Lebih Produktif,2,3,26,2,1,4,2,journaling,20,StudentCopingMechanisms
23,Male,Student,4,Sosial,<1 minggu,2,7.6,163,50,3,4,3,6,Tidur Lebih Baik,11,9,23,5,3,2,5,membaca,45,StudentCopingMechanisms
37,Male,Doctor,5,Keuangan,2-4 minggu,1,6.4,104,17,3,4,4,6,Tidur Lebih Baik,14,18,15,5,5,2,4,journaling,25,StudentCopingMechanisms
26,Male,Student,2,Lainnya,<1 minggu,5,8.2,159,75,3,2,1,2,Meningkatkan Energi,0,0,30,2,1,3,2,olahraga,30,StudentCopingMechanisms
17,Male,Student,2,Keuangan,1-2 minggu,4,7.8,180,45,3,2,2,3,Meningkatkan Energi,5,3,26,1,2,4,2,olahraga,45,StudentCopingMechanisms
36,Male,Software Engineer,5,Pekerjaan,>1 bulan,1,6.7,113,43,3,2,4,6,Tidur Lebih Baik,17,16,9,4,5,1,5,journaling,25,StudentCopingMechanisms
32,Male,Lawyer,5,Sosial,2-4 minggu,2,6.8,100,26,2,2,4,7,Mengurangi Stres,14,16,17,4,5,1,4,journaling,25,SleepHealthLifestyle
18,Male,Student,1,Lainnya,<1 minggu,5,9.0,180,75,4,3,1,3,Menenangkan Pikiran,0,0,25,1,1,3,1,membaca,30,StudentCopingMechanisms
49,Female,Software Engineer,3,Akademik,<1 minggu,4,7.6,200,39,3,1,3,4,Menenangkan Pikiran,11,6,14,4,3,2,4,journaling,20,StudentCopingMechanisms
25,Female,Student,4,Keuangan,<1 minggu,3,5.4,141,45,2,2,3,5,Mengurangi Stres,12,10,18,3,5,1,4,journaling,20,StudentCopingMechanisms
20,Male,Student,4,Akademik,2-4 minggu,3,5.7,105,20,2,3,4,6,Mengurangi Stres,8,10,15,3,4,2,5,journaling,25,StudentCopingMechanisms
41,Female,Engineer,3,Pekerjaan,2-4 minggu,4,7.5,190,37,3,1,2,4,Lebih Produktif,9,9,17,3,3,4,4,olahraga,45,StudentStressFactors
35,Female,Nurse,5,Pekerjaan,>1 bulan,1,6.3,117,22,1,4,4,7,Tidur Lebih Baik,14,16,14,5,5,1,5,journaling,25,StudentStressFactors
22,Male,Student,3,Sosial,<1 minggu,2,5.8,68,53,4,4,2,4,Tidur Lebih Baik,4,17,11,5,2,3,5,membaca,30,StudentStressFactors
46,Male,Accountant,4,Sosial,2-4 minggu,1,7.0,155,28,3,3,4,7,Mengurangi Stres,13,13,16,4,4,2,5,journaling,25,SleepHealthLifestyle
39,Female,Graphic Designer,2,Lainnya,<1 minggu,5,7.6,176,72,3,4,3,4,Meningkatkan Energi,7,2,22,2,1,4,1,membaca,45,StudentStressFactors
26,Male,Student,4,Keuangan,>1 bulan,3,5.8,169,20,3,3,4,6,Mengurangi Stres,4,6,15,2,4,3,3,journaling,25,StudentCopingMechanisms
19,Female,Student,2,Lainnya,<1 minggu,4,7.5,180,45,2,2,1,3,Meningkatkan Energi,2,5,27,1,2,3,3,membaca,45,StudentCopingMechanisms
25,Female,Student,3,Akademik,1-2 minggu,4,6.9,180,45,3,2,3,4,Lebih Produktif,6,7,21,2,2,3,3,olahraga,45,StudentCopingMechanisms
24,Female,Manager,4,Sosial,1-2 minggu,1,7.1,118,51,3,3,3,5,Tidur Lebih Baik,13,11,20,4,5,2,4,membaca,45,StudentCopingMechanisms
35,Female,Scientist,2,Akademik,<1 minggu,4,8.1,200,70,3,3,2,3,Menenangkan Pikiran,6,5,22,1,1,3,3,membaca,30,StudentCopingMechanisms
22,Female,Student,2,Lainnya,<1 minggu,5,8.3,180,75,3,2,2,3,Menenangkan Pikiran,0,4,27,1,1,5,1,olahraga,30,StudentCopingMechanisms
25,Male,Student,2,Keuangan,<1 minggu,5,7.4,194,69,3,3,2,2,Lebih Produktif,5,7,23,3,3,3,1,membaca,45,SleepHealthLifestyle
17,Male,Student,3,Keuangan,>1 bulan,2,7.1,156,59,4,4,1,5,Mengurangi Stres,6,9,21,4,4,4,2,membaca,60,SleepHealthLifestyle
24,Male,Manager,4,Sosial,2-4 minggu,1,7.0,177,25,3,2,4,5,Mengurangi Stres,13,15,16,3,4,3,3,journaling,20,SleepHealthLifestyle
51,Female,Accountant,4,Keuangan,2-4 minggu,3,6.7,129,36,4,3,2,6,Mengurangi Stres,12,12,16,4,4,2,5,olahraga,60,SleepHealthLifestyle
34,Male,Entrepreneur,3,Keuangan,2-4 minggu,2,6.4,147,34,2,3,2,3,Mengurangi Stres,8,8,21,2,4,4,2,membaca,45,SleepHealthLifestyle
26,Male,Student,4,Akademik,2-4 minggu,3,7.3,134,20,1,3,3,6,Mengurangi Stres,7,6,20,3,4,2,4,membaca,60,StudentCopingMechanisms
18,Male,Student,4,Akademik,1-2 minggu,3,5.6,87,20,3,4,4,6,Mengurangi Stres,4,7,17,3,3,2,4,olahraga,30,StudentCopingMechanisms
43,Male,Teacher,2,Akademik,<1 minggu,4,7.2,200,41,4,4,3,4,Lebih Produktif,6,5,24,2,2,3,1,membaca,30,StudentStressFactors
38,Female,Scientist,2,Sosial,<1 minggu,3,7.8,200,56,3,4,2,3,Meningkatkan Energi,5,6,24,3,3,5,2,membaca,45,StudentStressFactors
20,Female,Student,5,Akademik,>1 bulan,2,4.7,76,20,2,3,4,7,Mengurangi Stres,7,12,17,4,5,3,4,membaca,30,StudentCopingMechanisms
53,Female,Engineer,4,Pekerjaan,1-2 minggu,3,6.2,111,37,3,3,3,4,Mengurangi Stres,12,12,17,3,5,3,3,membaca,30,SleepHealthLifestyle
33,Female,Manager,4,Pekerjaan,>1 bulan,2,7.1,124,42,3,3,4,5,Mengurangi Stres,7,6,15,4,3,3,3,membaca,45,SleepHealthLifestyle
47,Male,Software Engineer,3,Sosial,2-4 minggu,4,8.0,183,31,1,3,3,5,Meningkatkan Energi,8,10,21,2,3,4,3,membaca,45,StudentStressFactors
30,Female,Software Engineer,5,Akademik,1-2 minggu,1,6.0,112,22,1,3,3,6,Mengurangi Stres,15,15,11,5,5,1,5,journaling,25,StudentCopingMechanisms
17,Female,Student,3,Akademik,1-2 minggu,4,7.0,167,45,4,3,1,6,Menenangkan Pikiran,3,7,23,1,2,2,1,olahraga,45,StudentCopingMechanisms
38,Male,Civil Servant,3,Pekerjaan,<1 minggu,3,7.0,153,59,3,1,2,3,Lebih Produktif,8,10,18,4,4,2,2,olahraga,45,StudentStressFactors
18,Male,Student,4,Lainnya,>1 bulan,3,5.8,90,20,1,3,4,5,Mengurangi Stres,4,9,17,3,4,2,3,journaling,25,StudentCopingMechanisms
25,Male,Student,1,Akademik,1-2 minggu,1,6.5,180,43,4,1,1,4,Tidur Lebih Baik,9,6,2,3,4,3,3,olahraga,45,StudentStressFactors
29,Female,Accountant,4,Keuangan,2-4 minggu,2,6.7,116,57,3,3,2,4,Tidur Lebih Baik,13,12,18,4,4,3,5,membaca,45,StudentStressFactors
48,Female,Healthcare Worker,4,Lainnya,>1 bulan,1,6.3,140,35,4,3,4,5,Mengurangi Stres,14,11,17,3,5,3,4,journaling,25,SleepHealthLifestyle
22,Male,Student,3,Sosial,>1 bulan,1,5.8,180,53,2,3,4,6,Mengurangi Stres,8,26,6,3,1,3,5,journaling,25,StudentStressFactors
33,Female,Content Creator,3,Keuangan,<1 minggu,3,7.9,161,45,4,4,2,5,Meningkatkan Energi,9,9,25,3,2,2,3,olahraga,60,StudentCopingMechanisms
23,Female,Student,4,Keuangan,1-2 minggu,3,6.4,137,45,3,3,4,7,Lebih Produktif,7,7,21,2,3,4,2,journaling,25,StudentCopingMechanisms
21,Male,Student,3,Akademik,2-4 minggu,2,7.3,161,42,3,2,1,5,Tidur Lebih Baik,10,7,18,2,2,2,4,olahraga,45,SleepHealthLifestyle
20,Female,Student,3,Akademik,>1 bulan,2,7.3,172,34,1,4,2,4,Tidur Lebih Baik,9,12,22,4,2,3,4,membaca,45,SleepHealthLifestyle
22,Male,Student,3,Sosial,1-2 minggu,1,5.9,117,51,3,3,3,3,Tidur Lebih Baik,20,16,11,4,3,2,2,journaling,25,StudentStressFactors
24,Female,Student,4,Akademik,1-2 minggu,3,7.3,138,26,2,3,3,6,Mengurangi Stres,13,10,13,3,5,3,3,membaca,45,StudentStressFactors
46,Male,Teacher,4,Sosial,2-4 minggu,1,6.8,133,52,4,3,3,5,Tidur Lebih Baik,14,13,12,5,3,3,5,olahraga,60,StudentCopingMechanisms
22,Male,Student,3,Akademik,1-2 minggu,4,7.3,144,39,3,1,1,4,Menenangkan Pikiran,9,9,17,4,4,4,3,olahraga,30,SleepHealthLifestyle
17,Male,Student,5,Akademik,>1 bulan,2,4.5,102,20,3,3,4,7,Tidur Lebih Baik,6,10,19,3,4,3,4,journaling,45,StudentCopingMechanisms
19,Male,Student,2,Lainnya,1-2 minggu,5,8.3,142,75,4,2,1,4,Meningkatkan Energi,1,3,27,2,1,5,1,olahraga,30,StudentCopingMechanisms
47,Male,Doctor,5,Pekerjaan,>1 bulan,2,8.0,122,37,3,3,3,7,Tidur Lebih Baik,17,18,12,4,4,2,5,journaling,30,SleepHealthLifestyle
36,Female,Content Creator,4,Pekerjaan,>1 bulan,2,6.5,128,50,3,3,4,5,Mengurangi Stres,11,11,23,3,3,3,4,membaca,60,SleepHealthLifestyle
19,Female,Student,5,Akademik,2-4 minggu,2,4.2,117,20,1,4,4,6,Mengurangi Stres,10,11,12,3,5,3,4,membaca,45,StudentCopingMechanisms
22,Male,Student,5,Keuangan,2-4 minggu,3,5.8,86,24,2,3,4,7,Lebih Produktif,3,2,28,5,3,3,1,journaling,25,StudentStressFactors
25,Male,Student,4,Keuangan,>1 bulan,3,6.3,118,51,2,4,4,6,Mengurangi Stres,13,15,16,4,5,2,3,journaling,20,SleepHealthLifestyle
28,Female,Teacher,2,Akademik,<1 minggu,5,8.0,200,46,3,4,3,5,Menenangkan Pikiran,7,1,21,2,2,4,2,membaca,60,StudentCopingMechanisms
18,Male,Student,1,Lainnya,2-4 minggu,5,8.0,165,75,4,1,1,4,Lebih Produktif,0,3,26,2,1,3,1,olahraga,45,StudentCopingMechanisms
53,Female,Sales Representative,4,Sosial,2-4 minggu,1,7.1,124,27,1,4,4,7,Tidur Lebih Baik,11,16,26,5,4,3,4,membaca,45,SleepHealthLifestyle
40,Female,Software Engineer,3,Pekerjaan,>1 bulan,4,8.3,188,45,4,3,2,6,Menenangkan Pikiran,8,6,25,4,4,2,2,olahraga,60,StudentStressFactors
36,Female,Freelancer,2,Sosial,<1 minggu,5,7.6,174,46,3,2,3,2,Meningkatkan Energi,9,1,18,2,2,3,3,olahraga,20,StudentCopingMechanisms
41,Female,Doctor,4,Lainnya,>1 bulan,1,6.9,116,49,3,2,3,4,Tidur Lebih Baik,12,10,15,3,4,1,4,olahraga,30,StudentStressFactors
27,Male,Student,1,Lainnya,1-2 minggu,5,7.7,174,75,4,2,2,4,Menenangkan Pikiran,0,0,25,1,1,5,1,olahraga,45,StudentCopingMechanisms
29,Male,Freelancer,2,Keuangan,2-4 minggu,3,6.6,183,46,4,3,2,2,Menenangkan Pikiran,7,4,22,2,2,4,3,journaling,45,StudentStressFactors
22,Female,Student,3,Sosial,<1 minggu,5,6.1,142,38,1,2,3,3,Menenangkan Pikiran,17,22,16,3,5,2,1,journaling,30,StudentStressFactors
25,Female,Student,3,Sosial,>1 bulan,2,6.0,180,50,2,1,1,3,Tidur Lebih Baik,3,3,8,1,3,2,2,olahraga,45,StudentStressFactors
22,Male,Student,5,Akademik,>1 bulan,2,5.8,148,20,2,2,4,6,Mengurangi Stres,7,8,19,3,4,1,5,journaling,20,StudentCopingMechanisms
29,Female,Software Engineer,4,Sosial,>1 bulan,3,7.5,135,31,2,3,3,4,Lebih Produktif,14,12,19,3,5,2,3,journaling,25,SleepHealthLifestyle
26,Female,Student,2,Lainnya,2-4 minggu,4,7.3,180,75,3,2,1,3,Menenangkan Pikiran,2,5,24,1,1,3,2,olahraga,30,StudentCopingMechanisms
26,Male,Student,2,Lainnya,<1 minggu,5,7.0,180,75,3,3,1,3,Lebih Produktif,1,1,28,1,1,5,1,membaca,30,StudentCopingMechanisms
21,Male,Student,5,Akademik,>1 bulan,2,5.7,106,20,1,4,4,7,Tidur Lebih Baik,8,12,12,3,5,2,5,membaca,60,StudentCopingMechanisms
28,Female,Doctor,5,Lainnya,>1 bulan,2,6.2,145,36,4,4,3,6,Tidur Lebih Baik,14,14,15,5,4,1,4,membaca,45,StudentStressFactors
19,Female,Student,3,Keuangan,1-2 minggu,4,7.0,195,64,4,3,2,5,Lebih Produktif,11,9,18,2,3,3,2,olahraga,60,StudentStressFactors
26,Female,Student,5,Akademik,2-4 minggu,2,4.8,62,20,1,2,4,6,Tidur Lebih Baik,10,11,15,4,5,1,5,journaling,20,StudentCopingMechanisms
22,Female,Accountant,2,Sosial,<1 minggu,5,8.1,174,57,4,4,2,4,Lebih Produktif,6,5,23,2,1,5,1,membaca,30,StudentStressFactors
37,Male,Software Engineer,4,Lainnya,>1 bulan,1,7.5,110,32,3,4,3,7,Mengurangi Stres,14,10,22,4,5,2,5,membaca,60,StudentCopingMechanisms
33,Female,Software Engineer,4,Akademik,>1 bulan,3,7.2,156,51,3,4,4,5,Lebih Produktif,14,12,17,3,4,3,4,journaling,20,StudentCopingMechanisms
35,Female,Engineer,3,Sosial,>1 bulan,4,7.9,155,64,3,4,3,5,Lebih Produktif,11,11,20,3,4,3,4,membaca,60,StudentStressFactors
23,Male,Doctor,5,Pekerjaan,>1 bulan,2,6.8,120,46,2,2,3,6,Mengurangi Stres,15,16,15,4,4,2,4,journaling,20,StudentCopingMechanisms
20,Male,Student,4,Keuangan,>1 bulan,2,7.8,124,57,3,3,4,7,Tidur Lebih Baik,12,12,21,5,4,2,4,journaling,25,StudentStressFactors
19,Female,Student,2,Lainnya,<1 minggu,3,7.7,191,68,4,4,3,5,Lebih Produktif,8,5,20,1,3,5,2,membaca,45,StudentCopingMechanisms
21,Female,Student,3,Lainnya,2-4 minggu,4,6.5,138,45,3,2,2,3,Meningkatkan Energi,5,7,21,2,2,3,1,olahraga,30,StudentCopingMechanisms
44,Male,Engineer,3,Akademik,2-4 minggu,2,7.3,172,44,3,4,3,6,Tidur Lebih Baik,10,6,20,4,2,3,3,membaca,60,StudentCopingMechanisms
22,Female,Student,2,Lainnya,1-2 minggu,4,7.2,174,45,2,1,2,2,Lebih Produktif,1,5,22,2,2,5,3,membaca,30,StudentCopingMechanisms
23,Male,Student,1,Akademik,2-4 minggu,3,6.9,128,62,4,3,3,3,Mengurangi Stres,9,21,3,3,3,2,1,membaca,45,StudentStressFactors
17,Male,Student,5,Keuangan,<1 minggu,1,5.5,115,37,2,3,3,6,Mengurangi Stres,7,12,0,5,1,2,4,membaca,45,StudentStressFactors
24,Male,Student,3,Akademik,1-2 minggu,3,6.6,183,60,4,4,3,5,Menenangkan Pikiran,9,9,20,4,4,2,2,membaca,45,StudentStressFactors
23,Male,Doctor,4,Lainnya,2-4 minggu,2,6.2,133,55,3,3,3,5,Tidur Lebih Baik,10,10,19,4,4,3,5,membaca,45,SleepHealthLifestyle
33,Female,Teacher,4,Pekerjaan,2-4 minggu,1,7.4,112,27,3,4,3,5,Tidur Lebih Baik,10,10,20,5,3,2,3,membaca,45,SleepHealthLifestyle
26,Female,Student,4,Akademik,2-4 minggu,3,6.3,121,20,3,3,4,6,Mengurangi Stres,6,10,18,3,4,3,5,olahraga,60,StudentCopingMechanisms
26,Male,Lawyer,4,Akademik,1-2 minggu,1,6.6,154,52,4,3,3,7,Tidur Lebih Baik,13,8,13,3,3,3,3,olahraga,45,SleepHealthLifestyle
18,Female,Student,3,Akademik,1-2 minggu,2,7.3,191,52,2,3,2,5,Tidur Lebih Baik,9,9,21,4,4,4,4,membaca,45,StudentStressFactors
24,Male,Student,4,Akademik,2-4 minggu,3,6.4,122,20,1,2,4,7,Mengurangi Stres,6,7,17,3,3,2,4,journaling,25,StudentCopingMechanisms
41,Male,Nurse,3,Lainnya,2-4 minggu,3,7.2,195,62,3,4,2,6,Menenangkan Pikiran,6,10,22,4,2,4,2,membaca,60,SleepHealthLifestyle
25,Female,Student,2,Keuangan,<1 minggu,5,7.5,195,53,4,4,2,5,Meningkatkan Energi,6,4,26,1,1,3,1,membaca,45,SleepHealthLifestyle
24,Male,Student,2,Sosial,>1 bulan,5,7.6,198,72,4,4,1,3,Menenangkan Pikiran,6,9,20,1,2,3,3,membaca,30,SleepHealthLifestyle
24,Female,Sales Representative,5,Sosial,2-4 minggu,1,6.3,139,31,2,3,3,6,Tidur Lebih Baik,15,17,16,5,5,2,5,journaling,20,StudentStressFactors
43,Female,Teacher,2,Akademik,1-2 minggu,3,7.2,163,68,3,3,3,5,Meningkatkan Energi,6,5,19,3,2,4,3,membaca,30,StudentCopingMechanisms
23,Male,Content Creator,3,Keuangan,1-2 minggu,3,7.9,200,42,3,4,2,6,Meningkatkan Energi,10,10,24,2,2,2,4,membaca,60,StudentStressFactors
41,Male,Manager,5,Keuangan,2-4 minggu,2,7.1,98,16,2,4,4,6,Tidur Lebih Baik,14,19,12,5,4,2,5,journaling,25,SleepHealthLifestyle
24,Male,Student,3,Sosial,2-4 minggu,5,6.2,90,34,3,3,2,5,Lebih Produktif,3,26,20,5,2,3,2,membaca,60,StudentStressFactors
22,Male,Teacher,3,Lainnya,<1 minggu,2,7.0,178,59,3,1,2,5,Mengurangi Stres,10,8,16,3,4,3,4,olahraga,45,SleepHealthLifestyle
21,Male,Student,2,Akademik,<1 minggu,5,6.9,169,48,3,4,3,5,Menenangkan Pikiran,7,4,26,1,1,4,1,membaca,60,StudentCopingMechanisms
22,Male,Student,3,Sosial,2-4 minggu,4,6.4,180,55,2,3,3,4,Mengurangi Stres,21,8,14,2,3,3,4,journaling,30,StudentStressFactors
23,Male,Student,2,Sosial,<1 minggu,5,7.7,177,54,2,4,1,5,Lebih Produktif,5,6,25,2,1,5,1,membaca,60,StudentStressFactors
47,Male,Lawyer,5,Sosial,<1 minggu,1,6.8,132,17,3,3,3,5,Mengurangi Stres,15,17,12,4,5,1,5,journaling,25,StudentStressFactors
22,Male,Student,3,Lainnya,1-2 minggu,4,7.0,172,45,4,2,3,6,Meningkatkan Energi,5,5,22,2,2,4,3,olahraga,45,StudentCopingMechanisms
55,Male,Nurse,5,Pekerjaan,2-4 minggu,2,6.4,109,47,3,2,3,6,Tidur Lebih Baik,16,19,14,5,5,1,5,journaling,25,StudentStressFactors
27,Male,Software Engineer,4,Pekerjaan,1-2 minggu,1,6.9,152,31,3,4,4,6,Tidur Lebih Baik,9,16,15,4,5,1,5,journaling,25,StudentStressFactors
49,Female,Lawyer,5,Lainnya,>1 bulan,1,6.1,106,31,2,4,3,6,Tidur Lebih Baik,17,19,12,5,5,1,4,membaca,45,StudentCopingMechanisms
35,Male,Accountant,3,Keuangan,2-4 minggu,3,7.2,141,58,4,4,3,6,Meningkatkan Energi,8,8,24,3,2,4,2,membaca,45,SleepHealthLifestyle
23,Female,Software Engineer,3,Akademik,<1 minggu,2,7.2,190,48,3,4,1,4,Mengurangi Stres,7,7,24,2,3,2,2,membaca,30,StudentCopingMechanisms
19,Female,Student,2,Lainnya,<1 minggu,4,6.7,180,45,3,2,2,2,Menenangkan Pikiran,5,4,27,1,2,3,2,olahraga,30,StudentCopingMechanisms
49,Female,Engineer,4,Pekerjaan,2-4 minggu,3,5.6,124,47,3,2,4,7,Mengurangi Stres,14,15,18,5,5,2,3,journaling,25,StudentStressFactors
23,Male,Student,2,Akademik,1-2 minggu,5,8.5,175,48,3,4,2,4,Meningkatkan Energi,6,6,21,3,1,4,3,membaca,45,SleepHealthLifestyle
20,Female,Student,4,Keuangan,>1 bulan,1,7.7,130,56,4,3,2,6,Tidur Lebih Baik,12,11,16,3,5,2,5,membaca,60,SleepHealthLifestyle
36,Female,Nurse,3,Pekerjaan,<1 minggu,3,7.2,160,50,2,4,1,5,Lebih Produktif,6,9,23,3,2,2,4,membaca,45,SleepHealthLifestyle
44,Female,Doctor,4,Pekerjaan,1-2 minggu,2,6.7,131,25,3,3,2,6,Tidur Lebih Baik,11,12,16,4,5,3,5,membaca,60,StudentCopingMechanisms
17,Female,Student,2,Lainnya,<1 minggu,4,7.7,180,75,3,2,1,3,Meningkatkan Energi,0,3,24,1,1,4,1,olahraga,30,StudentCopingMechanisms
25,Male,Accountant,2,Keuangan,1-2 minggu,3,7.9,144,52,3,3,2,2,Lebih Produktif,1,4,20,3,2,4,2,membaca,30,SleepHealthLifestyle
42,Female,Engineer,4,Pekerjaan,2-4 minggu,1,7.1,117,47,4,2,3,7,Tidur Lebih Baik,14,13,15,4,4,3,3,journaling,20,StudentStressFactors
20,Female,Student,3,Akademik,>1 bulan,2,6.8,170,65,3,1,2,3,Tidur Lebih Baik,7,11,17,2,4,2,2,olahraga,45,StudentStressFactors
24,Male,Student,4,Lainnya,>1 bulan,3,7.2,130,45,3,3,4,6,Lebih Produktif,7,6,22,3,3,4,2,journaling,20,StudentCopingMechanisms
33,Female,Lawyer,3,Lainnya,2-4 minggu,2,6.9,185,34,3,4,1,6,Mengurangi Stres,8,6,23,2,4,4,3,membaca,60,StudentStressFactors
18,Male,Student,1,Akademik,1-2 minggu,3,6.6,180,53,4,2,1,4,Tidur Lebih Baik,3,3,18,2,3,1,3,olahraga,30,StudentStressFactors
36,Female,Content Creator,4,Keuangan,2-4 minggu,3,7.5,153,24,1,4,3,5,Meningkatkan Energi,11,11,21,3,4,3,4,membaca,60,StudentStressFactors
26,Male,Student,2,Lainnya,<1 minggu,4,7.4,163,45,2,2,2,1,Meningkatkan Energi,2,4,27,2,2,3,2,membaca,30,StudentCopingMechanisms
25,Female,Student,5,Akademik,2-4 minggu,2,5.6,111,20,3,3,4,7,Mengurangi Stres,6,8,14,3,4,3,4,olahraga,45,StudentCopingMechanisms
21,Male,Student,3,Akademik,>1 bulan,3,6.9,172,65,3,4,2,5,Meningkatkan Energi,9,7,20,3,2,3,2,membaca,45,StudentStressFactors
41,Female,Healthcare Worker,3,Pekerjaan,1-2 minggu,3,7.5,171,41,3,4,1,6,Meningkatkan Energi,8,11,23,4,4,2,2,membaca,60,StudentStressFactors
50,Female,Engineer,3,Pekerjaan,2-4 minggu,4,7.5,153,36,2,1,1,4,Lebih Produktif,10,9,15,3,3,4,2,olahraga,45,StudentCopingMechanisms
23,Male,Student,2,Lainnya,<1 minggu,3,7.0,166,63,4,4,2,4,Menenangkan Pikiran,5,2,24,2,1,5,1,membaca,45,StudentStressFactors
19,Male,Student,1,Keuangan,1-2 minggu,5,9.0,180,75,4,1,1,2,Lebih Produktif,0,0,30,1,1,3,1,olahraga,30,StudentCopingMechanisms
30,Male,Doctor,5,Pekerjaan,>1 bulan,2,5.5,95,44,3,3,4,7,Mengurangi Stres,11,9,8,3,5,2,5,journaling,20,SleepHealthLifestyle
52,Female,Engineer,4,Sosial,1-2 minggu,2,6.6,148,49,4,4,3,7,Mengurangi Stres,15,13,18,3,4,2,4,membaca,45,StudentCopingMechanisms
30,Female,Lawyer,4,Keuangan,2-4 minggu,2,6.1,149,58,4,3,3,6,Tidur Lebih Baik,6,8,16,4,3,3,3,olahraga,60,SleepHealthLifestyle
18,Female,Student,5,Keuangan,>1 bulan,3,6.3,137,36,2,3,4,7,Tidur Lebih Baik,0,2,20,4,3,3,1,journaling,25,StudentStressFactors
24,Female,Student,2,Akademik,<1 minggu,5,8.3,180,75,4,1,2,5,Lebih Produktif,0,4,26,1,1,5,1,olahraga,60,StudentCopingMechanisms
23,Female,Student,2,Lainnya,>1 bulan,4,7.6,180,75,3,1,2,2,Menenangkan Pikiran,3,3,23,1,1,3,1,olahraga,30,StudentCopingMechanisms
